id,tagvalue,length_km,maxspeed,travel_time,efficiency
668275178,secondary,0.02143445594472627,100.0,0.0002143445594472627,4665.3855016368625
503406532,secondary,0.022173341403472976,100.0,0.00022173341403472976,4509.920186604674
505097152,secondary,0.023462043231057217,100.0,0.00023462043231057216,4262.203381657222
480491007,secondary,0.0248700130635528,100.0,0.000248700130635528,4020.906613296106
388753706,secondary,0.02665898159545553,100.0,0.0002665898159545553,3751.0810246797528
31103727,tertiary,0.027633388171403723,100.0,0.0002763338817140372,3618.810671341581
368938221,tertiary,0.021709671436552613,70.0,0.00031013816337932304,3224.369387836099
368938203,tertiary,0.022102574295258037,70.0,0.0003157510613608291,3167.051903769329
573717689,secondary,0.0343480184050119,100.0,0.000343480184050119,2911.3761038805214
325720810,secondary,0.03867271789300788,100.0,0.0003867271789300788,2585.802225658421
503417483,secondary,0.04009292728943394,100.0,0.0004009292728943394,2494.2055060757293
368938195,secondary,0.04067521889714186,100.0,0.0004067521889714186,2458.499369182909
573717665,secondary,0.04213549581164659,100.0,0.0004213549581164659,2373.295912952309
573717660,tertiary,0.021749372805962997,50.0,0.00043498745611925994,2298.916867446015
608097745,tertiary,0.02207943151845434,50.0,0.00044158863036908676,2264.5510577665555
268069735,secondary,0.02305356524797416,50.0,0.0004610713049594832,2168.861929258155
505097153,secondary,0.05202797288591238,100.0,0.0005202797288591238,1922.042979058233
15908349,residential,0.027535457170416073,50.0,0.0005507091434083215,1815.8405611554433
607123853,tertiary,0.03338528675565719,60.0,0.0005564214459276198,1797.198881026023
386838337,tertiary,0.027984677319771927,50.0,0.0005596935463954385,1786.6920325243004
59870578,tertiary,0.02826358790988214,50.0,0.0005652717581976428,1769.0606075712665
400816607,secondary,0.04565788705475492,80.0,0.0005707235881844365,1752.161678092123
319226889,secondary,0.04027748858589578,70.0,0.0005753926940842255,1737.9435128066134
607123854,tertiary,0.034847474256328226,60.0,0.0005807912376054704,1721.7890616306038
1169220364,secondary,0.02910950083611416,50.0,0.0005821900167222832,1717.6522634825958
386838318,secondary,0.059011940203259186,100.0,0.0005901194020325918,1694.5723129177352
