tagvalue,efficiency,average_travel_time
motorway,1351.736311034564,0.007691681866692123
secondary,774.192623467185,0.007691681866692123
footway,529.8022769480707,0.007691681866692123
path,456.57547444565654,0.007691681866692123
service,444.49870013090407,0.007691681866692123
residential,343.21157057265117,0.007691681866692123
track,169.6819574914691,0.007691681866692123
