tagvalue,efficiency,average_travel_time
service,362.07566468323245,0.008200379010748592
footway,260.64514447791885,0.008200379010748592
track,256.4524667069931,0.008200379010748592
residential,242.1462992652924,0.008200379010748592
steps,223.13700555389534,0.008200379010748592
path,203.19010209236112,0.008200379010748592
secondary,161.46623361919518,0.008200379010748592
