tagvalue,efficiency,average_travel_time
secondary,1111.8598512829683,0.008538224801897634
footway,448.42691494324515,0.008538224801897634
path,337.42984242108975,0.008538224801897634
service,329.4852919694167,0.008538224801897634
unclassified,316.02708104428285,0.008538224801897634
residential,295.0191417076184,0.008538224801897634
track,159.68964372191135,0.008538224801897634
