tagvalue,efficiency,average_travel_time
tertiary,644.9702522898168,0.005662678541365392
footway,491.9787002947903,0.005662678541365392
service,417.6860421482083,0.005662678541365392
path,357.7274356279121,0.005662678541365392
residential,331.36119701303943,0.005662678541365392
track,229.97110908255655,0.005662678541365392
motorway,171.57529076407002,0.005662678541365392
