tagvalue,efficiency,average_travel_time
tertiary,747.715723723943,0.007945719739176743
footway,445.59497074623823,0.007945719739176743
service,346.6366881945439,0.007945719739176743
residential,344.2975198391003,0.007945719739176743
path,296.23491154732244,0.007945719739176743
trunk,188.35336457875738,0.007945719739176743
track,176.39994071014868,0.007945719739176743
